Open_time,Open,High,Low,Close,Volume,Close_time
2017-08-18 00:00:00,1.002889117656826,0.9987507207380358,0.9528187919463087,0.9733774834437086,9537.84646000,1503100799999
2017-08-19 00:00:00,0.9712251655629139,0.9618653580935885,0.9790800873423963,0.9896244386991428,2146.19773000,1503187199999
2017-08-20 00:00:00,0.9867034877774369,1.002100700233411,1.0174460431654677,1.0281530370217593,2510.13871000,1503273599999
2017-08-21 00:00:00,1.03348191147507,1.1530296476225335,1.0415414530669966,1.0808759612169843,5219.44542000,1503359999999
2017-08-22 00:00:00,1.073353393513875,0.953509176959483,0.4895112016293279,0.9582727582047078,7956.35088000,1503446399999
2017-08-23 00:00:00,0.9726202342387241,0.9835961381314124,2.145551626100825,1.0191736604260813,8665.72569000,1503532799999
2017-08-24 00:00:00,1.0111769415532426,1.0093849041508969,1.014867004944895,1.0243238107303478,6753.27192000,1503619199999
2017-08-25 00:00:00,1.0243238107303478,1.03121570540178,1.0299671984968632,1.01181126708305,7125.96962000,1503705599999
2017-08-26 00:00:00,1.01181126708305,0.9916045879153365,0.9999690804526622,1.0108483070529275,4877.68521000,1503791999999
2017-08-27 00:00:00,1.0150959540398483,1.0378309086572859,1.022633808478402,1.0524199643278211,4635.43715000,1503878399999
2017-08-28 00:00:00,1.0479559275091819,1.0082440467641398,1.0036888096029994,0.9938815959555338,4279.18170000,1503964799999
2017-08-29 00:00:00,0.9968113527333313,1.0757834757834759,1.0423256514535322,1.0829479768786128,3032.13425000,1504051199999
2017-08-30 00:00:00,1.0798270893371757,1.0426641949152542,1.0463872832369943,1.0299706431812117,4446.59608000,1504137599999
2017-08-31 00:00:00,1.0265278889778489,0.9889512585405502,1.0434470377019747,0.9970460964423601,4435.86855000,1504223999999
2017-09-01 00:00:00,1.004679700499168,1.0129186357098827,1.0142940335645085,1.0095376698978662,4198.68434000,1504310399999
2017-09-02 00:00:00,1.0055377290135596,0.9998225107127463,0.8353254345216347,0.8833341914225403,8240.32724000,1504396799999
2017-09-03 00:00:00,0.8841422615677595,0.9314262527896124,1.0,0.9960074605117445,5253.62211000,1504483199999
2017-09-04 00:00:00,0.9875713121434393,0.938112611631453,0.8371032241939516,0.8302952277847675,6737.81061000,1504569599999
2017-09-05 00:00:00,0.845324059064517,0.933159193150486,0.8791147271777264,1.0997991331007506,8344.41924000,1504655999999
2017-09-06 00:00:00,1.0923259300582269,1.0460935556108484,1.3249416259817446,1.073408311704957,5486.30988000,1504742399999
2017-09-07 00:00:00,1.0693287369529827,1.0183148004994946,1.0258899676375406,0.9984776119402985,3103.89745000,1504828799999
2017-09-08 00:00:00,0.9984478075281336,0.9783941605839417,0.8495486772652028,0.9058267810696882,4915.75693000,1504915199999
2017-09-09 00:00:00,0.8969176955962809,0.916144434497165,1.035514705882353,0.9793722565101158,2740.58822000,1505001599999
2017-09-10 00:00:00,0.9890336988767042,0.9862540716612377,0.9267556628559254,0.9890813506773606,4156.45099000,1505087999999
